feature,abs_coef_mean,abs_coef_std
topic:191,0.23915758862718867,0.39363548539164744
topic:159,0.23775265708571683,0.27260750233129466
mnum:Analytic,0.23753636043835513,0.3611974530801497
topic:6,0.23533955428779701,0.37653755493491287
topic:101,0.23305437618128183,0.4928035755870851
bow:im,0.2326635640083342,0.46532712801666837
mnum:body,0.23260926299982163,0.25305057156917604
topic:94,0.23136956934091465,0.35931294209597825
topic:140,0.23010786938603783,0.21243797808668807
topic:69,0.23003158707461333,0.23497594995549836
bow:main,0.22973597851659724,0.5137052648405428
topic:68,0.22873110323909485,0.3517777886689337
mnum:work,0.2280683150578985,0.3003049140930875
bow:21,0.2275880492796734,0.5089023490559218
topic:52,0.22663533918235154,0.4044708569827208
bow:picked,0.22215926490901747,0.44431852981803494
topic:50,0.21851577838397845,0.4066706734611693
mnum:netspeak,0.21655101122914888,0.37671385632478144
topic:41,0.21572829633643625,0.4532917592882427
topic:183,0.21378252900481934,0.32027091400585017
bow:mr,0.21290295942565224,0.47606548988663805
topic:184,0.2123762899966824,0.35429978613459356
topic:103,0.2110415319089563,0.1801271535993494
topic:108,0.20957921117879938,0.18020927576708262
topic:122,0.20850289732069083,0.2138449730199404
topic:156,0.20266693058354246,0.20913630646030756
topic:75,0.2019625422887726,0.3517421157590376
mnum:number,0.1965929536149082,0.2947248434009795
mnum:ingest,0.19235848508210202,0.20075257222424855
mnum:female,0.18976776882708415,0.31774769629752847
topic:9,0.18916630561586353,0.17857493387380774
mnum:you,0.17978470198608926,0.2912184397017189
topic:91,0.1738899268782444,0.16974527748061102
bow:days,0.17225234403048795,0.3851679505358512
bow:see,0.17079025095283368,0.38189861102478434
bow:wow,0.16968673964611397,0.37943108472901943
topic:14,0.1696672371490571,0.25747533150315666
topic:84,0.16893180200263241,0.23248118530653383
topic:180,0.16852353828263197,0.31851647224264695
bow:end,0.16619673317933709,0.37162719302739244
topic:46,0.16514708119275184,0.3588866426493012
topic:113,0.16399231209016854,0.3217876980203634
mnum:ppron,0.1631612664919289,0.2361201707077996
mnum:money,0.16255286537994434,0.22537023397216197
topic:172,0.15987883690802807,0.2733036334156518
topic:34,0.1592072095533011,0.2020596529310001
